Year,Country Name,"Current account balance, US Dollar","Current account balance, Percent of GDP","Revenue, General government, Domestic currency","Revenue, General government, Percent of GDP","Expenditure, General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Percent of GDP","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Gross debt, General government, Domestic currency","Gross debt, General government, Percent of GDP","Expenditure, General government, Percent of GDP","Population, Number",Unemployment rate,"Gross domestic product (GDP), Current prices, Domestic currency","Gross domestic product (GDP), Current prices, US Dollar","Gross domestic product (GDP), Current prices, Per capita, US Dollar","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number","Gross domestic product (GDP), Deflator, Index","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Gross domestic product (GDP), Constant prices, Domestic currency","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency","Gross national savings, Percent of GDP","All items, Consumer price index (CPI), Period average","All items, Consumer price index (CPI), End-of-period (EoP)","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)","All items, Consumer price index (CPI), Percent change, period average","Domestic currency per international dollar in PPP terms, Domestic currency","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP","Gross capital formation, Percent of GDP","Imports of goods, Volume, Percent change","Imports of goods and services, Volume, Percent change","Exports of goods, Volume, Percent change","Exports of goods and services, Volume, Percent change"
2018,algeria,-16.884,-8.68,6826.881,30.096,8222.845,-1395.964,-6.154,-1294.169,-5.705,7824.263,34.493,36.25,42.578,11.731,22683.845,194.507,4568.244,532759.759,190874.608,15317.062,279.115,22683.845,8127.059,1.44,40.259,202.253,202.96,2.702,4.27,38.877,583.472,13703.603,0.443,48.939,-2.978,-1.638,-6.888,-7.913
2019,algeria,-16.911,-8.746,6601.576,28.591,8566.208,-1964.632,-8.509,-1850.701,-8.015,9439.602,40.882,37.099,43.424,11.383,23090.099,193.361,4452.856,531735.883,188901.431,15158.721,281.489,23090.099,8202.856,0.933,38.295,206.2,207.9,2.434,1.952,38.389,601.471,13851.117,0.431,47.041,-7.749,-9.681,-4.463,-2.954
2015,ecuador,-2.221,-2.285,36.183,37.222,42.858,-6.675,-6.866,-6.222,-6.401,35.421,36.438,44.088,16.269,4.77,97.21,97.21,5975.078,5975.078,6212.405,13861.977,96.18,97.21,101.071,0.12,20.402,103.22,104.046,3.38,3.966,0.532,182.768,11234.025,0.162,22.686,-4.074,-4.79,3.295,2.867
2016,ecuador,1.093,1.119,33.048,33.836,43.101,-10.053,-10.292,-9.453,-9.678,44.993,46.066,44.128,16.532,5.21,97.671,97.671,5907.928,5907.928,6071.482,13547.531,97.306,97.671,100.375,-0.688,21.365,105.004,105.211,1.12,1.728,0.533,183.236,11083.519,0.156,20.246,-15.27,-12.158,-1.273,-0.422
2017,ecuador,-0.184,-0.176,36.265,34.714,42.295,-6.03,-5.772,-4.893,-4.684,49.509,47.391,40.486,16.793,4.62,104.467,104.467,6220.968,6220.968,6334.152,14133.636,98.213,104.467,106.368,5.97,22.304,105.442,105.004,-0.197,0.417,0.529,197.653,11770.105,0.16,22.48,19.131,16.5,2.552,3.27
2018,ecuador,-1.312,-1.221,40.973,38.122,43.985,-3.012,-2.803,-1.5,-1.396,53.208,49.505,40.925,17.078,3.69,107.479,107.479,6293.459,6293.459,6293.459,14042.837,100.0,107.479,107.479,1.044,21.32,105.206,105.283,0.266,-0.224,0.517,207.781,12166.664,0.158,22.54,3.537,3.573,0.071,0.911
2019,ecuador,-0.156,-0.145,39.042,36.286,42.773,-3.731,-3.468,-2.07,-1.924,56.019,52.064,39.753,17.357,3.84,107.596,107.596,6199.031,6199.031,6202.54,13839.964,99.943,107.596,107.657,0.165,20.904,105.486,105.215,-0.065,0.266,0.495,217.496,12530.832,0.156,21.049,-0.094,0.373,8.022,7.208
2020,ecuador,2.208,2.303,31.468,32.825,38.538,-7.071,-7.376,-5.523,-5.761,60.923,63.551,40.2,17.526,5.346,95.865,95.865,5469.758,5469.758,5574.645,12438.919,98.119,95.865,97.704,-9.245,19.888,105.129,104.233,-0.933,-0.339,0.474,202.25,11539.698,0.145,17.585,-14.862,-17.275,5.592,0.978
2021,ecuador,3.098,2.884,38.443,35.783,40.145,-1.701,-1.584,-1.522,-1.416,66.19,61.609,37.367,17.614,4.15,107.435,107.435,6099.278,6099.278,6091.423,13592.025,100.129,107.435,107.297,9.818,23.856,105.269,106.256,1.941,0.133,0.449,239.415,13592.025,0.154,20.973,16.496,19.332,7.081,7.463
2022,ecuador,2.133,1.83,45.172,38.745,45.12,0.052,0.045,0.551,0.473,66.431,56.98,38.701,17.715,3.19,116.586,116.586,6581.095,6581.095,6431.404,14350.638,102.328,116.586,113.934,6.186,24.123,108.917,110.227,3.737,3.466,0.428,272.351,15373.751,0.158,22.294,6.984,9.425,2.81,4.606
2023,ecuador,2.291,1.928,43.574,36.665,47.796,-4.223,-3.553,-3.173,-2.669,65.778,55.348,40.217,17.835,3.38,118.845,118.845,6663.636,6663.636,6538.759,14590.183,101.91,118.845,116.618,2.355,23.377,111.331,111.715,1.35,2.216,0.412,288.797,16192.853,0.157,21.449,3.942,1.863,5.893,5.909
2024,ecuador,3.349,2.758,46.859,38.591,49.283,-2.424,-1.996,-1.102,-0.908,68.58,56.48,40.588,17.967,4.2,121.425,121.425,6758.373,6758.373,6513.448,14533.705,103.76,121.425,117.024,0.349,24.276,113.416,114.841,2.798,1.873,0.409,296.728,16515.535,0.153,21.518,0.045,-0.815,6.664,5.0
2015,"egypt, arab republic of",-12.143,-3.468,538.4,20.895,805.616,-267.216,-10.37,-100.696,-3.908,2158.081,83.754,31.265,89.0,12.859,2576.7,350.119,3933.927,28951.685,63924.719,15027.312,45.29,2576.7,5689.3,4.36,13.15,53.367,55.1,11.313,10.988,2.495,1032.654,11602.855,0.918,16.618,18.135,19.341,9.111,18.821
2016,"egypt, arab republic of",-19.831,-5.643,549.068,19.172,886.898,-337.83,-11.796,-116.965,-4.084,2622.94,91.586,30.968,91.0,12.705,2863.9,351.443,3862.011,31471.429,65232.967,15334.853,48.245,2863.9,5936.2,4.34,11.802,58.817,62.8,13.975,10.212,2.633,1087.707,11952.822,0.929,17.445,8.125,5.36,4.452,-6.492
2017,"egypt, arab republic of",-14.394,-5.832,755.11,20.655,1116.985,-361.875,-9.898,-87.035,-2.381,3575.482,97.8,30.553,95.2,12.245,3655.9,246.826,2592.707,38402.311,64968.487,15272.679,59.109,3655.9,6185.0,4.191,11.313,72.658,81.5,29.777,23.534,3.169,1153.591,12117.554,0.933,17.145,0.98,1.166,9.999,2.267
2018,"egypt, arab republic of",-5.962,-2.266,917.193,19.656,1335.972,-418.779,-8.975,-18.724,-0.401,4103.88,87.949,28.631,97.1,10.932,4666.2,263.156,2710.158,48055.613,67090.628,15771.549,71.628,4666.2,6514.5,5.327,16.443,87.808,93.2,14.356,20.851,3.581,1302.98,13418.954,0.99,18.709,-0.669,-0.204,9.123,18.307
2019,"egypt, arab republic of",-10.894,-3.427,1080.152,19.302,1505.187,-425.035,-7.595,72.071,1.288,4481.952,80.092,26.898,98.9,8.612,5596.0,317.894,3214.301,56582.406,69523.761,16343.525,81.386,5596.0,6875.9,5.548,16.627,99.992,101.922,9.359,13.875,3.893,1437.312,14532.979,1.031,20.054,2.369,3.381,6.428,9.685
2020,"egypt, arab republic of",-11.167,-2.919,1121.42,18.227,1580.935,-459.515,-7.469,73.092,1.188,5304.924,86.222,25.695,100.6,8.296,6152.6,382.525,3802.438,61159.046,70791.252,16641.485,86.394,6152.6,7121.6,3.573,13.076,105.692,107.724,5.692,5.7,3.695,1665.073,16551.424,1.197,15.995,-1.68,-0.307,3.708,-4.637
2021,"egypt, arab republic of",-18.436,-4.355,1238.53,18.588,1701.969,-463.439,-6.955,71.338,1.071,5990.3,89.903,25.543,102.1,7.292,6663.1,423.3,4145.939,65260.529,72020.568,16930.47,90.614,6663.1,7353.3,3.253,10.816,110.448,112.995,4.893,4.5,3.855,1728.601,16930.47,1.112,15.172,-1.516,-3.788,5.33,-10.629
2022,"egypt, arab republic of",-16.551,-3.483,1483.978,18.922,1937.167,-453.189,-5.779,33.624,0.429,6943.242,88.534,24.701,103.6,7.323,7842.5,475.231,4587.172,75699.807,75699.807,17795.379,100.0,7842.5,7842.5,6.653,13.536,119.836,127.858,13.154,8.5,3.971,1975.039,19064.082,1.146,17.019,1.905,6.408,20.66,30.839
2023,"egypt, arab republic of",-4.711,-1.196,1723.716,16.973,2309.502,-585.785,-5.768,106.749,1.051,9742.124,95.93,22.741,105.2,7.185,10155.5,393.828,3743.608,96535.171,77350.76,18183.483,124.802,10155.5,8137.3,3.759,11.682,149.067,173.538,35.727,24.392,4.784,2123.027,20180.861,1.152,12.878,-17.143,-17.552,-9.679,2.223
2024,"egypt, arab republic of",-24.928,-6.559,2301.226,16.638,3703.958,-1402.732,-10.142,279.245,2.019,12566.688,90.857,26.779,107.304,7.23,13831.356,380.044,3541.75,128898.793,77860.072,18303.211,165.552,13831.356,8354.697,2.672,4.231,198.708,221.249,27.493,33.302,6.197,2231.822,20799.054,1.147,10.79,9.211,9.736,-15.94,-6.525
2015,spain,24.681,2.046,417.646,38.418,474.881,-57.235,-5.265,-29.083,-2.675,1113.661,102.442,43.683,46.41,22.058,1087.112,1206.287,25991.877,23424.014,24711.341,42884.553,94.791,1087.112,1146.857,4.062,21.42,100.0,100.09,-0.13,-0.629,0.638,1704.482,36726.485,1.515,19.373,5.081,5.093,3.913,4.348
2016,spain,39.103,3.147,425.315,37.874,473.208,-47.893,-4.265,-21.163,-1.885,1145.05,101.967,42.139,46.45,19.635,1122.967,1242.673,26752.982,24175.889,25409.843,44096.747,95.144,1122.967,1180.284,2.915,22.208,99.663,101.5,1.409,-0.337,0.634,1770.83,38123.462,1.512,19.061,1.713,2.646,4.45,5.395
2017,spain,36.909,2.793,444.037,37.951,480.265,-36.228,-3.096,-10.129,-0.866,1183.412,101.144,41.047,46.533,17.225,1170.024,1321.288,28394.717,25144.033,26098.584,45292.003,96.343,1170.024,1214.442,2.894,22.359,101.693,102.74,1.222,2.036,0.631,1854.71,39858.065,1.499,19.566,6.921,6.697,5.075,5.606
2018,spain,26.888,1.877,472.14,38.947,503.364,-31.224,-2.576,-4.843,-0.399,1208.861,99.718,41.522,46.729,15.255,1212.276,1432.292,30651.153,25942.794,26611.397,46181.948,97.488,1212.276,1243.519,2.394,22.583,103.458,104.0,1.226,1.736,0.632,1918.773,41061.87,1.458,20.706,2.682,3.887,1.393,1.661
2019,spain,29.88,2.129,488.536,38.967,526.652,-38.116,-3.04,-12.55,-1.001,1223.355,97.579,42.007,47.105,14.105,1253.71,1403.651,29798.124,26615.019,26916.471,46711.38,98.88,1253.71,1267.91,1.961,23.038,104.264,104.88,0.846,0.78,0.604,2075.23,44055.069,1.488,20.909,-0.166,1.32,0.811,2.265
2020,spain,10.167,0.789,467.572,41.407,580.771,-113.199,-10.025,-90.325,-7.999,1345.786,119.179,51.431,47.356,15.533,1129.214,1288.751,27214.292,23845.374,23844.782,41380.71,100.002,1129.214,1129.186,-10.941,21.416,103.913,104.28,-0.572,-0.337,0.606,1862.545,39330.971,1.339,20.627,-11.306,-15.15,-8.553,-20.101
2021,spain,11.303,0.773,529.208,42.834,611.47,-82.262,-6.658,-58.348,-4.723,1428.133,115.594,49.493,47.331,14.92,1235.474,1462.216,30893.22,26102.684,25451.93,44169.787,102.557,1235.474,1204.673,6.685,22.647,107.038,111.13,6.569,3.008,0.591,2090.614,44169.787,1.345,21.874,14.63,14.983,9.485,13.39
2022,spain,5.072,0.35,574.095,41.794,637.831,-63.736,-4.64,-34.886,-2.54,1502.804,109.404,46.434,47.615,13.035,1373.629,1447.636,30402.921,28848.641,26864.309,46620.857,107.386,1373.629,1279.145,6.182,23.005,115.947,117.22,5.48,8.323,0.578,2378.116,49944.642,1.38,22.655,5.775,7.742,3.528,14.313
2023,spain,43.022,2.655,625.661,41.757,678.82,-53.159,-3.548,-25.76,-1.719,1573.754,105.034,45.305,47.81,12.185,1498.324,1620.558,33895.593,31338.947,27469.675,47671.42,114.086,1498.324,1313.333,2.673,23.659,119.889,121.06,3.276,3.4,0.592,2529.543,52907.924,1.373,21.005,-0.225,0.283,-1.023,2.782
2024,spain,58.183,3.36,665.185,41.862,712.122,-46.936,-2.954,-9.796,-0.617,1625.69,102.31,44.816,48.38,11.619,1588.987,1731.469,35788.734,32843.691,27934.804,48478.615,117.573,1588.987,1351.493,2.906,23.787,123.189,123.344,1.886,2.752,0.596,2665.23,55089.205,1.37,20.427,-0.769,1.404,0.347,3.703
2015,"estonia, republic of",0.344,1.475,8.075,38.43,8.155,-0.08,-0.38,-0.091,-0.434,2.077,9.887,38.811,1.315,6.185,21.011,23.314,17723.954,15972.919,18617.234,37404.481,85.796,21.011,24.489,1.838,26.116,100.0,99.01,-0.171,0.068,0.517,40.622,30881.846,0.036,24.641,-2.404,-2.138,-1.412,-1.506
2016,"estonia, republic of",0.239,0.974,8.36,37.678,8.568,-0.208,-0.936,-0.222,-1.003,2.174,9.798,38.614,1.316,6.758,22.189,24.554,18661.231,16863.609,19187.492,38550.204,87.889,22.189,25.247,3.093,25.676,100.8,101.34,2.353,0.8,0.525,42.277,32130.211,0.036,24.702,5.268,6.059,5.35,4.826
2017,"estonia, republic of",0.463,1.685,9.107,37.452,9.351,-0.245,-1.006,-0.252,-1.036,2.174,8.941,38.458,1.317,5.763,24.316,27.46,20844.174,18457.891,20244.113,40673.095,91.177,24.316,26.669,5.635,27.623,104.48,105.15,3.76,3.651,0.535,45.459,34506.668,0.037,25.938,4.369,3.52,3.245,4.832
2018,"estonia, republic of",0.173,0.553,9.89,37.408,10.184,-0.294,-1.112,-0.3,-1.136,2.127,8.047,38.519,1.322,5.371,26.438,31.237,23628.862,19999.206,20920.145,42031.333,95.598,26.438,27.656,3.7,28.404,108.045,108.64,3.319,3.412,0.539,49.073,37121.032,0.037,27.851,5.771,6.486,0.84,2.896
2019,"estonia, republic of",0.641,2.011,10.971,38.533,10.938,0.033,0.117,0.028,0.098,2.373,8.336,38.416,1.327,4.448,28.472,31.877,24023.899,21457.61,21619.296,43436.019,99.252,28.472,28.687,3.727,28.368,110.496,110.59,1.795,2.268,0.529,53.854,40586.344,0.039,26.357,2.851,3.672,4.633,5.035
2020,"estonia, republic of",-0.803,-2.527,10.818,38.837,12.308,-1.49,-5.349,-1.48,-5.314,5.094,18.289,44.186,1.33,6.806,27.855,31.791,23911.344,20951.304,20951.304,42093.936,100.0,27.855,27.855,-2.898,27.135,109.795,109.62,-0.877,-0.634,0.515,54.067,40666.157,0.039,29.662,-2.499,0.84,3.72,-4.117
2021,"estonia, republic of",-1.343,-3.609,12.29,39.076,13.056,-0.767,-2.438,-0.76,-2.418,5.534,17.595,41.514,1.331,6.177,31.45,37.222,27966.793,23630.05,22424.902,45054.589,105.374,31.45,29.846,7.147,26.858,114.722,122.81,12.032,4.487,0.524,59.965,45054.589,0.039,30.466,18.34,22.721,12.01,22.125
2022,"estonia, republic of",-1.496,-3.895,13.975,38.354,14.324,-0.349,-0.957,-0.338,-0.927,6.657,18.271,39.311,1.349,5.571,36.437,38.401,28469.346,27013.916,22141.077,44484.346,122.008,36.437,29.865,0.063,25.035,137.032,144.3,17.499,19.447,0.567,64.28,47655.811,0.037,28.93,6.073,5.042,1.082,5.042
2023,"estonia, republic of",-0.718,-1.738,15.138,39.648,16.457,-1.319,-3.454,-1.259,-3.298,7.375,19.314,43.102,1.37,6.376,38.182,41.297,30137.644,27864.449,21135.252,42463.512,131.839,38.182,28.961,-3.025,25.939,149.523,150.45,4.262,9.116,0.591,64.579,47127.95,0.035,27.677,-10.639,-6.704,-13.399,-8.976
2024,"estonia, republic of",-1.464,-3.401,16.586,41.988,17.761,-1.175,-2.975,-1.003,-2.538,8.616,21.811,44.963,1.365,7.516,39.502,43.044,31530.969,28936.296,21027.575,42247.175,137.611,39.502,28.705,-0.884,23.103,154.621,154.227,2.511,3.409,0.603,65.537,48008.04,0.034,26.504,-0.834,0.703,-3.696,-1.194
2015,finland,-2.198,-0.942,114.284,54.371,119.411,-5.127,-2.439,-4.83,-2.298,144.443,68.719,56.81,5.472,9.575,210.192,233.234,42625.16,38414.015,38414.015,53349.073,100.0,210.192,210.192,0.467,20.936,100.0,99.98,-0.249,-0.156,0.88,238.954,43670.461,0.212,21.878,-0.302,2.135,-4.168,0.244
2016,finland,-4.813,-2.016,117.348,54.399,121.042,-3.694,-1.712,-3.08,-1.428,147.963,68.591,56.111,5.487,8.975,215.717,238.712,43502.557,39311.991,39290.304,54566.057,100.055,215.717,215.598,2.572,21.537,100.389,101.08,1.1,0.389,0.872,247.429,45091.092,0.211,23.553,6.215,5.658,3.114,4.187
2017,finland,-2.052,-0.809,119.895,53.356,121.371,-1.476,-0.657,-0.89,-0.396,149.457,66.512,54.013,5.503,8.825,224.706,253.757,46109.916,40831.16,40470.285,56204.805,100.892,224.706,222.72,3.303,23.471,101.232,101.59,0.505,0.839,0.864,260.18,47277.069,0.21,24.28,4.921,4.336,8.656,9.028
2018,finland,-5.089,-1.857,122.631,52.88,124.623,-1.992,-0.859,-1.608,-0.693,151.384,65.278,53.739,5.513,7.417,231.905,273.993,49698.347,42064.127,40880.045,56773.875,102.896,231.905,225.377,1.193,23.835,102.415,102.93,1.319,1.169,0.854,271.632,49270.069,0.206,25.692,3.979,5.834,0.842,1.714
2019,finland,-0.805,-0.301,125.669,52.687,127.936,-2.267,-0.95,-1.9,-0.797,155.613,65.241,53.638,5.518,6.725,238.518,267.044,48395.834,43226.079,41395.86,57490.235,104.421,238.518,228.419,1.35,24.239,103.579,104.1,1.137,1.137,0.826,288.648,52311.043,0.207,24.54,-0.047,2.375,3.932,6.847
2020,finland,1.44,0.534,122.868,51.977,136.124,-13.256,-5.608,-12.983,-5.492,177.906,75.26,57.585,5.525,7.767,236.387,269.784,48827.138,42782.716,40310.811,55983.328,106.132,236.387,222.729,-2.491,25.487,103.976,104.3,0.192,0.383,0.802,294.706,53337.577,0.212,24.953,-3.431,-6.12,-4.53,-8.501
2021,finland,1.23,0.418,132.852,53.405,139.982,-7.13,-2.866,-7.219,-2.902,181.944,73.139,56.271,5.534,7.608,248.764,294.419,53203.799,44953.615,41349.396,57425.707,108.716,248.764,228.819,2.734,25.17,106.124,107.6,3.164,2.066,0.783,317.782,57425.707,0.204,24.752,7.18,6.458,5.548,6.041
2022,finland,-6.883,-2.454,141.99,53.355,143.363,-1.373,-0.516,-1.508,-0.567,196.781,73.943,53.871,5.548,6.775,266.124,280.462,50549.712,47965.472,41839.747,58106.703,114.641,266.124,232.137,1.45,25.075,113.735,117.06,8.792,7.172,0.771,345.374,62249.359,0.2,27.529,5.349,8.355,2.012,4.219
2023,finland,-3.244,-1.097,147.404,53.931,154.833,-7.429,-2.718,-7.792,-2.851,210.525,77.025,56.649,5.564,7.225,273.32,295.618,53130.693,49123.198,41235.844,57268.007,119.127,273.32,229.435,-1.164,21.691,118.672,118.61,1.324,4.34,0.773,353.638,63558.656,0.192,22.788,-11.467,-6.604,2.139,0.157
2024,finland,-3.538,-1.156,149.138,53.094,159.463,-10.324,-3.676,-10.49,-3.735,228.623,81.391,56.769,5.588,8.325,280.895,306.083,54773.988,50266.654,40969.846,56898.591,122.692,280.895,228.944,-0.214,20.532,120.14,121.102,2.101,1.237,0.777,361.312,64657.338,0.186,21.688,-5.0,-3.105,-5.0,-2.455
2015,france,-7.939,-0.325,1182.327,53.708,1267.9,-85.573,-3.887,-43.073,-1.957,2101.3,95.453,57.595,64.301,10.342,2201.402,2442.731,37989.114,34235.986,36501.058,53921.747,93.795,2201.402,2347.048,0.986,21.392,99.998,100.12,0.29,0.086,0.783,2810.683,43711.461,2.499,21.717,4.971,5.598,4.35,4.357
2016,france,-13.04,-0.528,1196.623,53.616,1280.6,-83.977,-3.763,-43.077,-1.93,2188.5,98.059,57.379,64.469,10.067,2231.819,2469.726,38308.857,34618.595,36668.796,54169.541,94.409,2231.819,2363.993,0.722,21.07,100.304,100.95,0.829,0.307,0.781,2857.876,44329.6,2.44,21.598,3.326,3.649,1.576,1.863
2017,france,-14.151,-0.547,1244.387,54.3,1321.5,-77.113,-3.365,-37.513,-1.637,2254.3,98.369,57.665,64.639,9.417,2291.681,2587.955,40036.974,35453.461,37411.114,55266.142,94.767,2291.681,2418.222,2.294,21.635,101.473,102.24,1.278,1.166,0.77,2975.79,46036.968,2.405,22.181,6.04,4.796,5.546,4.824
2018,france,-19.423,-0.698,1273.016,54.048,1327.7,-54.684,-2.322,-14.284,-0.606,2310.9,98.112,56.369,64.844,9.025,2355.363,2782.838,42915.865,36323.51,37884.069,55964.822,95.881,2355.363,2456.556,1.585,21.914,103.604,104.22,1.937,2.1,0.756,3114.876,48036.424,2.367,22.612,2.221,3.026,3.92,3.62
2019,france,16.27,0.597,1287.929,52.953,1346.1,-58.171,-2.392,-22.271,-0.916,2374.9,97.644,55.345,65.097,8.425,2432.207,2723.094,41831.481,37362.946,38520.146,56904.475,96.996,2432.207,2507.537,2.075,23.623,104.948,105.96,1.67,1.297,0.706,3445.275,52925.444,2.471,23.025,2.368,2.067,1.938,2.182
2020,france,-54.317,-2.053,1223.273,52.766,1430.3,-207.027,-8.93,-177.727,-7.666,2657.4,114.628,61.697,65.269,8.025,2318.276,2645.806,40536.857,35518.708,35500.996,52444.39,100.05,2318.276,2317.12,-7.594,20.751,105.502,106.02,0.057,0.527,0.693,3345.026,51249.728,2.404,22.804,-11.221,-12.554,-15.296,-16.802
2021,france,8.216,0.277,1326.275,52.88,1491.4,-165.125,-6.584,-130.825,-5.216,2823.7,112.583,59.463,65.505,7.875,2508.102,2968.405,45315.56,38288.586,37789.145,55824.593,101.322,2508.102,2475.386,6.83,23.724,107.683,109.71,3.48,2.068,0.686,3656.802,55824.593,2.352,23.447,8.376,8.003,9.553,11.102
2022,france,-32.78,-1.171,1424.97,53.662,1550.7,-125.731,-4.735,-75.931,-2.859,2950.0,111.093,58.397,65.722,7.308,2655.435,2798.502,42581.012,40404.154,38651.084,57097.905,104.536,2655.435,2540.22,2.619,24.631,114.04,117.18,6.809,5.903,0.661,4020.115,61168.64,2.334,25.803,6.865,9.057,3.32,8.355
2023,france,-30.404,-0.996,1454.548,51.535,1608.5,-153.952,-5.455,-105.152,-3.726,3101.2,109.876,56.989,65.926,7.35,2822.455,3052.712,46305.162,42812.497,38962.769,57558.347,109.881,2822.455,2568.658,1.12,23.906,120.498,122.04,4.147,5.662,0.67,4211.409,63880.888,2.286,24.902,-1.663,0.717,3.159,2.463
2024,france,2.88,0.091,1493.531,51.273,1667.226,-173.695,-5.963,-121.339,-4.166,3271.76,112.32,57.236,66.111,7.357,2912.904,3174.099,48011.828,44060.95,39280.484,58027.697,112.17,2912.904,2596.863,1.098,22.346,123.285,123.824,1.462,2.313,0.668,4359.372,65940.409,2.241,22.255,-1.167,-1.569,3.001,1.998
2015,united kingdom,-144.899,-4.948,686.19,35.805,774.761,-88.571,-4.622,-59.044,-3.081,1683.922,87.867,40.427,65.11,5.425,1916.451,2928.558,44978.619,29434.05,35243.849,51828.942,83.515,1916.451,2294.727,2.223,12.876,100.0,100.336,0.202,0.04,0.677,2829.27,43453.689,2.515,17.824,3.502,4.955,3.524,3.771
2016,united kingdom,-147.036,-5.448,722.882,36.296,789.373,-66.491,-3.338,-33.621,-1.688,1749.166,87.825,39.634,65.648,4.95,1991.645,2699.086,41114.514,30338.243,35626.752,52392.032,85.156,1991.645,2338.825,1.922,12.412,100.66,101.9,1.559,0.66,0.684,2911.041,44343.18,2.485,17.859,3.931,3.98,0.851,2.768
2017,united kingdom,-93.708,-3.493,763.28,36.652,815.436,-52.156,-2.505,-13.892,-0.667,1805.994,86.723,39.157,66.04,4.45,2082.482,2682.384,40617.562,31533.646,36356.087,53464.579,86.736,2082.482,2400.956,2.657,14.949,103.361,104.929,2.973,2.683,0.685,3041.892,46061.349,2.459,18.443,2.434,3.163,7.041,6.766
2018,united kingdom,-112.902,-3.927,787.721,36.599,836.651,-48.93,-2.273,-12.041,-0.559,1858.417,86.345,38.872,66.436,4.175,2152.304,2875.024,43275.096,32396.652,36647.209,53892.698,88.401,2152.304,2434.694,1.405,14.123,105.922,107.137,2.104,2.478,0.688,3129.648,47107.713,2.378,18.05,0.552,3.097,0.474,3.079
2019,united kingdom,-76.688,-2.688,809.862,36.253,865.295,-55.433,-2.481,-23.106,-1.034,1913.521,85.658,38.734,66.797,3.925,2233.921,2853.074,42712.614,33443.433,37041.259,54472.18,90.287,2233.921,2474.245,1.624,15.562,107.819,108.532,1.302,1.791,0.67,3335.878,49940.539,2.392,18.25,2.583,2.72,2.098,2.001
2020,united kingdom,-79.182,-2.934,774.329,36.812,1050.826,-276.497,-13.145,-252.689,-12.013,2226.339,105.84,49.956,67.081,4.65,2103.486,2698.705,40230.545,31357.404,33086.478,48656.353,94.774,2103.486,2219.474,-10.297,14.638,108.736,109.171,0.589,0.851,0.653,3219.069,47987.784,2.314,17.572,-12.164,-15.885,-12.539,-11.792
2021,united kingdom,-13.738,-0.437,868.381,37.997,1048.006,-179.625,-7.86,-129.032,-5.646,2402.762,105.135,45.857,67.28,4.625,2285.4,3144.079,46731.477,33968.65,35817.871,52673.088,94.837,2285.4,2409.815,8.576,17.244,111.551,115.051,5.386,2.588,0.645,3543.829,52673.088,2.28,17.681,6.856,5.81,0.975,3.23
2022,united kingdom,-65.683,-2.102,994.385,39.359,1113.202,-118.817,-4.703,-25.355,-1.004,2516.815,99.62,44.062,67.791,3.875,2526.428,3125.404,46103.227,37267.657,37267.657,54805.116,100.0,2526.428,2526.428,4.839,16.643,121.665,127.164,10.528,9.067,0.635,3980.197,58712.389,2.31,18.744,8.116,12.983,11.576,12.568
2023,united kingdom,-66.322,-1.961,1039.262,38.208,1201.48,-162.218,-5.964,-95.882,-3.525,2719.14,99.967,44.172,68.122,4.025,2720.029,3382.115,49647.559,39928.511,37212.638,54724.207,107.298,2720.029,2535.017,0.34,15.779,130.552,132.242,3.993,7.305,0.657,4137.448,60735.429,2.245,17.74,-8.735,-3.388,-9.785,-2.156
2024,united kingdom,-99.99,-2.787,1098.889,39.13,1218.245,-119.356,-4.25,-57.051,-2.031,2859.338,101.816,43.38,68.434,4.275,2808.331,3587.545,52423.294,41036.968,37444.316,55064.908,109.595,2808.331,2562.471,1.083,14.307,133.977,135.508,2.47,2.624,0.656,4282.173,62573.612,2.201,17.095,-1.08,0.415,-6.018,-0.665
2015,georgia,-1.767,-11.607,8.923,25.829,9.325,-0.402,-1.163,-0.072,-0.208,12.443,36.015,26.992,3.722,21.9,34.548,15.223,4090.214,9282.399,10987.935,14950.494,84.478,34.548,40.896,3.351,15.27,114.665,116.907,4.879,4.004,0.755,45.75,12292.16,0.041,26.877,7.624,7.138,-0.014,4.634
2016,georgia,-1.886,-12.211,9.623,26.326,10.168,-0.545,-1.49,-0.142,-0.388,14.426,39.465,27.816,3.729,21.7,36.553,15.445,4142.174,9803.491,11346.585,15438.483,86.4,36.553,42.307,3.45,16.692,117.113,119.049,1.832,2.135,0.765,47.778,12813.996,0.041,28.903,1.682,2.378,7.892,8.711
